state,court_type,case_type,judge_rating,complexity,hearings,public_interest,case_text,outcome,clean_text
Maharashtra,District Court,Civil,6.9,1.6,18,No,The Civil case with complexity 1.6 and 18 hearings,0,the civil case with complexity and hearings
Delhi,Supreme Court,Family,9.7,7.0,1,No,The Family case with complexity 7.0 and 1 hearings,0,the family case with complexity and hearings
West Bengal,Supreme Court,Constitutional,7.9,4.3,2,No,The Constitutional case with complexity 4.3 and 2 hearings,1,the constitutional case with complexity and hearings
Delhi,District Court,Criminal,10.0,7.5,13,No,The Criminal case with complexity 7.5 and 13 hearings,1,the criminal case with complexity and hearings
Maharashtra,District Court,Corporate,8.3,8.0,18,No,The Corporate case with complexity 8.0 and 18 hearings,1,the corporate case with complexity and hearings
West Bengal,Sessions Court,Criminal,5.6,5.9,15,No,The Criminal case with complexity 5.9 and 15 hearings,0,the criminal case with complexity and hearings
West Bengal,Sessions Court,Corporate,7.7,6.3,17,No,The Corporate case with complexity 6.3 and 17 hearings,1,the corporate case with complexity and hearings
Karnataka,Sessions Court,Civil,8.8,5.5,8,No,The Civil case with complexity 5.5 and 8 hearings,1,the civil case with complexity and hearings
West Bengal,District Court,Civil,5.5,2.7,16,No,The Civil case with complexity 2.7 and 16 hearings,1,the civil case with complexity and hearings
Karnataka,Supreme Court,Civil,8.6,5.7,11,Yes,The Civil case with complexity 5.7 and 11 hearings,0,the civil case with complexity and hearings
Tamil Nadu,Sessions Court,Criminal,8.3,4.5,4,No,The Criminal case with complexity 4.5 and 4 hearings,1,the criminal case with complexity and hearings
Maharashtra,High Court,Constitutional,8.1,5.7,14,No,The Constitutional case with complexity 5.7 and 14 hearings,0,the constitutional case with complexity and hearings
Karnataka,Supreme Court,Civil,8.1,7.2,17,No,The Civil case with complexity 7.2 and 17 hearings,0,the civil case with complexity and hearings
Karnataka,Sessions Court,Corporate,5.9,5.7,7,No,The Corporate case with complexity 5.7 and 7 hearings,0,the corporate case with complexity and hearings
West Bengal,High Court,Corporate,7.1,2.2,1,No,The Corporate case with complexity 2.2 and 1 hearings,1,the corporate case with complexity and hearings
Karnataka,District Court,Constitutional,9.4,3.3,9,No,The Constitutional case with complexity 3.3 and 9 hearings,1,the constitutional case with complexity and hearings
Delhi,District Court,Civil,9.5,4.3,5,No,The Civil case with complexity 4.3 and 5 hearings,0,the civil case with complexity and hearings
Tamil Nadu,Supreme Court,Civil,9.0,7.6,10,No,The Civil case with complexity 7.6 and 10 hearings,1,the civil case with complexity and hearings
Delhi,Sessions Court,Corporate,9.3,3.2,17,No,The Corporate case with complexity 3.2 and 17 hearings,1,the corporate case with complexity and hearings
Karnataka,Supreme Court,Family,6.2,4.6,2,No,The Family case with complexity 4.6 and 2 hearings,1,the family case with complexity and hearings
Maharashtra,Sessions Court,Civil,7.1,7.2,17,Yes,The Civil case with complexity 7.2 and 17 hearings,1,the civil case with complexity and hearings
Karnataka,Supreme Court,Civil,6.7,8.7,13,Yes,The Civil case with complexity 8.7 and 13 hearings,1,the civil case with complexity and hearings
Delhi,Supreme Court,Family,7.0,4.4,6,No,The Family case with complexity 4.4 and 6 hearings,1,the family case with complexity and hearings
Delhi,Supreme Court,Civil,8.3,2.1,8,No,The Civil case with complexity 2.1 and 8 hearings,0,the civil case with complexity and hearings
Tamil Nadu,District Court,Civil,6.7,6.9,12,No,The Civil case with complexity 6.9 and 12 hearings,1,the civil case with complexity and hearings
Maharashtra,Sessions Court,Corporate,5.3,6.0,4,No,The Corporate case with complexity 6.0 and 4 hearings,0,the corporate case with complexity and hearings
Delhi,Sessions Court,Civil,5.5,5.1,16,Yes,The Civil case with complexity 5.1 and 16 hearings,1,the civil case with complexity and hearings
Tamil Nadu,Sessions Court,Constitutional,5.6,9.3,5,No,The Constitutional case with complexity 9.3 and 5 hearings,0,the constitutional case with complexity and hearings
Delhi,District Court,Constitutional,5.5,3.6,8,No,The Constitutional case with complexity 3.6 and 8 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,High Court,Corporate,8.5,1.8,1,No,The Corporate case with complexity 1.8 and 1 hearings,1,the corporate case with complexity and hearings
Delhi,District Court,Civil,9.7,5.9,11,No,The Civil case with complexity 5.9 and 11 hearings,1,the civil case with complexity and hearings
Maharashtra,Supreme Court,Civil,7.6,8.9,11,No,The Civil case with complexity 8.9 and 11 hearings,1,the civil case with complexity and hearings
Tamil Nadu,High Court,Corporate,9.7,2.4,18,No,The Corporate case with complexity 2.4 and 18 hearings,0,the corporate case with complexity and hearings
Maharashtra,High Court,Family,9.0,3.9,9,No,The Family case with complexity 3.9 and 9 hearings,1,the family case with complexity and hearings
Karnataka,High Court,Family,6.7,9.3,10,No,The Family case with complexity 9.3 and 10 hearings,1,the family case with complexity and hearings
Delhi,Supreme Court,Criminal,8.0,7.6,3,No,The Criminal case with complexity 7.6 and 3 hearings,0,the criminal case with complexity and hearings
West Bengal,District Court,Civil,5.3,1.7,15,No,The Civil case with complexity 1.7 and 15 hearings,1,the civil case with complexity and hearings
Tamil Nadu,District Court,Corporate,7.2,2.3,6,Yes,The Corporate case with complexity 2.3 and 6 hearings,1,the corporate case with complexity and hearings
Maharashtra,Supreme Court,Family,6.9,6.0,2,No,The Family case with complexity 6.0 and 2 hearings,1,the family case with complexity and hearings
Karnataka,High Court,Constitutional,8.1,3.9,19,No,The Constitutional case with complexity 3.9 and 19 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,High Court,Family,5.9,7.0,1,No,The Family case with complexity 7.0 and 1 hearings,0,the family case with complexity and hearings
Delhi,District Court,Corporate,6.5,6.5,6,No,The Corporate case with complexity 6.5 and 6 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,Sessions Court,Constitutional,6.8,5.7,14,No,The Constitutional case with complexity 5.7 and 14 hearings,1,the constitutional case with complexity and hearings
West Bengal,High Court,Civil,5.7,4.8,6,No,The Civil case with complexity 4.8 and 6 hearings,0,the civil case with complexity and hearings
Maharashtra,Supreme Court,Constitutional,6.1,1.6,18,No,The Constitutional case with complexity 1.6 and 18 hearings,1,the constitutional case with complexity and hearings
West Bengal,District Court,Corporate,6.9,3.6,11,No,The Corporate case with complexity 3.6 and 11 hearings,0,the corporate case with complexity and hearings
West Bengal,High Court,Corporate,9.3,3.4,18,No,The Corporate case with complexity 3.4 and 18 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,District Court,Civil,8.9,8.6,9,No,The Civil case with complexity 8.6 and 9 hearings,0,the civil case with complexity and hearings
Delhi,District Court,Civil,7.2,3.5,10,No,The Civil case with complexity 3.5 and 10 hearings,1,the civil case with complexity and hearings
West Bengal,Supreme Court,Family,7.5,4.6,8,No,The Family case with complexity 4.6 and 8 hearings,0,the family case with complexity and hearings
West Bengal,Sessions Court,Constitutional,8.7,5.6,5,Yes,The Constitutional case with complexity 5.6 and 5 hearings,1,the constitutional case with complexity and hearings
Karnataka,District Court,Constitutional,9.0,2.3,17,No,The Constitutional case with complexity 2.3 and 17 hearings,0,the constitutional case with complexity and hearings
Maharashtra,Sessions Court,Corporate,6.7,7.7,7,No,The Corporate case with complexity 7.7 and 7 hearings,1,the corporate case with complexity and hearings
Maharashtra,District Court,Constitutional,8.3,7.6,10,Yes,The Constitutional case with complexity 7.6 and 10 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,District Court,Criminal,9.9,6.8,3,No,The Criminal case with complexity 6.8 and 3 hearings,0,the criminal case with complexity and hearings
Delhi,District Court,Criminal,7.7,1.8,18,No,The Criminal case with complexity 1.8 and 18 hearings,1,the criminal case with complexity and hearings
Karnataka,Supreme Court,Civil,8.0,6.2,16,No,The Civil case with complexity 6.2 and 16 hearings,0,the civil case with complexity and hearings
Karnataka,High Court,Criminal,9.6,3.3,8,No,The Criminal case with complexity 3.3 and 8 hearings,1,the criminal case with complexity and hearings
Delhi,High Court,Corporate,6.2,2.5,19,No,The Corporate case with complexity 2.5 and 19 hearings,0,the corporate case with complexity and hearings
Karnataka,High Court,Criminal,6.3,5.9,13,No,The Criminal case with complexity 5.9 and 13 hearings,0,the criminal case with complexity and hearings
Tamil Nadu,Supreme Court,Family,6.6,7.5,13,No,The Family case with complexity 7.5 and 13 hearings,1,the family case with complexity and hearings
Tamil Nadu,Sessions Court,Civil,6.1,5.5,12,No,The Civil case with complexity 5.5 and 12 hearings,1,the civil case with complexity and hearings
West Bengal,District Court,Family,6.5,6.0,7,No,The Family case with complexity 6.0 and 7 hearings,0,the family case with complexity and hearings
West Bengal,Sessions Court,Civil,7.8,8.0,12,No,The Civil case with complexity 8.0 and 12 hearings,0,the civil case with complexity and hearings
Karnataka,Supreme Court,Civil,8.3,4.0,14,No,The Civil case with complexity 4.0 and 14 hearings,1,the civil case with complexity and hearings
Delhi,Supreme Court,Constitutional,7.7,5.7,10,No,The Constitutional case with complexity 5.7 and 10 hearings,1,the constitutional case with complexity and hearings
Delhi,High Court,Criminal,9.8,4.4,11,No,The Criminal case with complexity 4.4 and 11 hearings,0,the criminal case with complexity and hearings
Karnataka,District Court,Civil,6.8,5.1,10,No,The Civil case with complexity 5.1 and 10 hearings,1,the civil case with complexity and hearings
West Bengal,High Court,Constitutional,5.0,2.9,10,No,The Constitutional case with complexity 2.9 and 10 hearings,1,the constitutional case with complexity and hearings
Delhi,District Court,Corporate,7.0,8.5,14,No,The Corporate case with complexity 8.5 and 14 hearings,1,the corporate case with complexity and hearings
Maharashtra,Sessions Court,Corporate,7.8,6.3,2,No,The Corporate case with complexity 6.3 and 2 hearings,0,the corporate case with complexity and hearings
Tamil Nadu,Supreme Court,Family,7.5,2.1,13,No,The Family case with complexity 2.1 and 13 hearings,0,the family case with complexity and hearings
West Bengal,Sessions Court,Corporate,7.6,5.0,4,No,The Corporate case with complexity 5.0 and 4 hearings,0,the corporate case with complexity and hearings
Delhi,High Court,Corporate,5.3,7.9,15,No,The Corporate case with complexity 7.9 and 15 hearings,0,the corporate case with complexity and hearings
West Bengal,District Court,Criminal,8.2,5.5,15,No,The Criminal case with complexity 5.5 and 15 hearings,1,the criminal case with complexity and hearings
Tamil Nadu,Sessions Court,Criminal,9.8,3.1,10,No,The Criminal case with complexity 3.1 and 10 hearings,1,the criminal case with complexity and hearings
Delhi,High Court,Constitutional,8.5,8.9,19,No,The Constitutional case with complexity 8.9 and 19 hearings,1,the constitutional case with complexity and hearings
Maharashtra,Sessions Court,Constitutional,9.2,3.0,17,No,The Constitutional case with complexity 3.0 and 17 hearings,0,the constitutional case with complexity and hearings
Tamil Nadu,High Court,Civil,5.4,7.3,18,No,The Civil case with complexity 7.3 and 18 hearings,0,the civil case with complexity and hearings
Tamil Nadu,High Court,Criminal,5.8,6.4,4,Yes,The Criminal case with complexity 6.4 and 4 hearings,1,the criminal case with complexity and hearings
Maharashtra,High Court,Corporate,6.4,3.7,14,No,The Corporate case with complexity 3.7 and 14 hearings,1,the corporate case with complexity and hearings
Maharashtra,District Court,Constitutional,6.3,2.8,4,Yes,The Constitutional case with complexity 2.8 and 4 hearings,1,the constitutional case with complexity and hearings
Maharashtra,Sessions Court,Criminal,6.7,4.0,7,Yes,The Criminal case with complexity 4.0 and 7 hearings,1,the criminal case with complexity and hearings
Karnataka,Supreme Court,Constitutional,5.3,4.9,14,No,The Constitutional case with complexity 4.9 and 14 hearings,0,the constitutional case with complexity and hearings
Maharashtra,District Court,Family,8.6,3.0,17,No,The Family case with complexity 3.0 and 17 hearings,0,the family case with complexity and hearings
Tamil Nadu,District Court,Constitutional,5.6,2.7,4,No,The Constitutional case with complexity 2.7 and 4 hearings,1,the constitutional case with complexity and hearings
Delhi,District Court,Constitutional,6.1,4.7,11,Yes,The Constitutional case with complexity 4.7 and 11 hearings,0,the constitutional case with complexity and hearings
Delhi,High Court,Civil,7.4,2.8,2,No,The Civil case with complexity 2.8 and 2 hearings,1,the civil case with complexity and hearings
Maharashtra,High Court,Family,8.3,5.9,15,No,The Family case with complexity 5.9 and 15 hearings,0,the family case with complexity and hearings
Maharashtra,Sessions Court,Family,8.9,3.1,7,No,The Family case with complexity 3.1 and 7 hearings,1,the family case with complexity and hearings
Tamil Nadu,High Court,Corporate,7.6,3.1,15,No,The Corporate case with complexity 3.1 and 15 hearings,0,the corporate case with complexity and hearings
Karnataka,District Court,Criminal,7.8,7.5,17,Yes,The Criminal case with complexity 7.5 and 17 hearings,1,the criminal case with complexity and hearings
